Origin Country,Destination Country,Intermediate Nodes,Transaction Type,Transaction Currency,Tax Treaty Applicable,Tax Evasion Risk Index
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.191539272111427
USA,South Africa,Ireland,Dividend,USD,Yes,29.295722875173222
France,USA,Ireland,Acquisition,EUR,Yes,20.30689326979942
France,USA,Ireland,Acquisition,EUR,Yes,19.393424379125218
France,South Africa,Mauritius,Royalty,EUR,No,56.18182742068656
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.19420998819501
UK,India,Singapore,Investment,GBP,Yes,34.11506018660086
Canada,China,Hong Kong,Acquisition,CAD,No,66.17450776138772
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.76617199698375
USA,UK,Ireland,Acquisition,USD,Yes,11.026985987490232
Switzerland,Brazil,Singapore,Investment,CHF,No,50.28136365796544
Germany,China,Hong Kong,Royalty,EUR,No,54.88382889489689
UK,India,Singapore,Investment,GBP,Yes,34.373128586165194
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.313319556629295
France,USA,Ireland,Acquisition,EUR,Yes,21.529019616787863
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.66595757371822
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.223678958617253
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.824639651553806
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.04736528169364
Japan,India,Singapore,Royalty,JPY,No,50.03696078900293
Germany,China,Hong Kong,Royalty,EUR,No,55.83519616272881
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.37212066015145
France,USA,Ireland,Acquisition,EUR,Yes,20.74093906057784
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.46192125585163
Japan,India,Singapore,Royalty,JPY,No,50.27265739366056
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.66444730280652
Canada,China,Hong Kong,Acquisition,CAD,No,64.26913113803073
Germany,China,Hong Kong,Royalty,EUR,No,55.028141713541295
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.25179924093867
France,South Africa,Mauritius,Royalty,EUR,No,54.522728838199924
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.71926399497642
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.41489915667513
Canada,China,Hong Kong,Acquisition,CAD,No,63.90007694949648
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.21472793235998
UK,China,Singapore,Acquisition,GBP,Yes,15.669714707281319
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.27719275731674
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.73273219489263
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.149343912112744
USA,South Africa,Ireland,Dividend,USD,Yes,29.159994419703356
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.198217233283938
UK,India,Singapore,Investment,GBP,Yes,34.672308241723854
Germany,China,Hong Kong,Royalty,EUR,No,55.45634351018077
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.442584185637
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.07000244703443
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.44607933597037
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.485839623892907
UK,China,Singapore,Acquisition,GBP,Yes,14.5107526653209
Canada,China,Hong Kong,Acquisition,CAD,No,64.21462047159802
USA,UK,Ireland,Acquisition,USD,Yes,10.413360044113176
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,57.81682822673673
Switzerland,Brazil,Singapore,Investment,CHF,No,50.406262247353304
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.764967113190153
Canada,China,Hong Kong,Acquisition,CAD,No,64.93794345775427
Canada,China,Hong Kong,Acquisition,CAD,No,62.97044023757171
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.0942850141049
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.45543208810419
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.44805990788266
France,South Africa,Mauritius,Royalty,EUR,No,54.72501312076936
USA,South Africa,Ireland,Dividend,USD,Yes,30.686751537784296
Canada,China,Hong Kong,Acquisition,CAD,No,65.78060648256857
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.330164705837163
Switzerland,Brazil,Singapore,Investment,CHF,No,50.61849858765895
Canada,China,Hong Kong,Acquisition,CAD,No,65.93958537460215
USA,South Africa,Ireland,Dividend,USD,Yes,31.138211908564827
Germany,China,Hong Kong,Royalty,EUR,No,55.90322895185708
UK,China,Singapore,Acquisition,GBP,Yes,13.972579146295704
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.692313659468816
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.901693388840837
France,South Africa,Mauritius,Royalty,EUR,No,55.127943817534955
UK,India,Singapore,Investment,GBP,Yes,33.93427641769706
UK,China,Singapore,Acquisition,GBP,Yes,13.614098437587844
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.5635858232497
Switzerland,Brazil,Singapore,Investment,CHF,No,50.06871719424056
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.547576914396615
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.59510962507873
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.359169252118438
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.313635644562616
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.17983361298613
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.969678317092175
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.991390579866568
Switzerland,Brazil,Singapore,Investment,CHF,No,51.871472501716056
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.094745406966425
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.53256224152581
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.19070513154405
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.989191215238886
Germany,China,Hong Kong,Royalty,EUR,No,54.57293889238714
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.5165773596671
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.70466224419385
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.06938124550472
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.156601970582834
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.26747499761961
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.844600063904267
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.533446031689984
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.819353878244016
USA,UK,Ireland,Acquisition,USD,Yes,12.349678558772972
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.435277157732706
USA,South Africa,Ireland,Dividend,USD,Yes,29.72538617971375
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.535401714402653
Japan,India,Singapore,Royalty,JPY,No,50.9196499270126
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.11071875455712
UK,China,Singapore,Acquisition,GBP,Yes,16.421826347119218
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.57350609069394
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.128315476069595
USA,South Africa,Ireland,Dividend,USD,Yes,27.980193185618514
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.810829601263055
USA,South Africa,Ireland,Dividend,USD,Yes,29.62894014403887
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.91580804372663
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.752273153676995
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.28860809532814
Canada,China,Hong Kong,Acquisition,CAD,No,66.67841555173153
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.769537544123287
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.995841277727934
UK,India,Singapore,Investment,GBP,Yes,35.22675426938723
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.033262618177446
Switzerland,Brazil,Singapore,Investment,CHF,No,50.67240983046122
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.41429998247692
USA,South Africa,Ireland,Dividend,USD,Yes,30.25592387402452
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.20996838252079
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.257638722413375
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.3356010287334
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.008424475998993
Japan,India,Singapore,Royalty,JPY,No,48.96992014231075
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.29104798962103
Canada,China,Hong Kong,Acquisition,CAD,No,66.67983176616563
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.64470672087386
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.306917291489878
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.497802233159504
USA,South Africa,Ireland,Dividend,USD,Yes,30.039797529018866
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.949386979039822
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.45535924478078
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,China,Hong Kong,Royalty,EUR,No,55.907062628506516
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.60563049610547
UK,India,Singapore,Investment,GBP,Yes,34.69214568272618
USA,UK,Ireland,Acquisition,USD,Yes,10.351394316767331
Japan,India,Singapore,Royalty,JPY,No,50.48088050256794
Germany,China,Hong Kong,Royalty,EUR,No,55.15856881521004
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.60173632808514
UK,China,Singapore,Acquisition,GBP,Yes,15.993233991263947
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.97158188032781
Japan,India,Singapore,Royalty,JPY,No,49.80949122352131
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.04594444445975
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.647558684421913
Canada,China,Hong Kong,Acquisition,CAD,No,64.85890809606252
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Singapore,Acquisition,GBP,Yes,16.211941717304878
UK,China,Singapore,Acquisition,GBP,Yes,15.907682037321806
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.631428556218946
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.0764494817861
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.651174802514092
Switzerland,Brazil,Singapore,Investment,CHF,No,48.04430668828907
Germany,China,Hong Kong,Royalty,EUR,No,54.938676473784916
Canada,China,Hong Kong,Acquisition,CAD,No,64.86828161916115
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.92203884161998
Japan,India,Singapore,Royalty,JPY,No,51.058045770041126
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.3886485234525
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.402974566228075
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.876857085142607
UK,China,Singapore,Acquisition,GBP,Yes,14.120268470612709
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.494847382844295
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Singapore,Acquisition,GBP,Yes,15.532686097953658
France,South Africa,Mauritius,Royalty,EUR,No,53.84109560393566
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.170023146393659
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.18778702858988
USA,UK,Ireland,Acquisition,USD,Yes,11.131670630098915
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,India,Singapore,Investment,GBP,Yes,35.4014195473011
Canada,China,Hong Kong,Acquisition,CAD,No,64.74856426059434
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.467886369026
UK,China,Singapore,Acquisition,GBP,Yes,14.683728862845923
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.672266490751188
UK,India,Singapore,Investment,GBP,Yes,35.01789100245832
France,USA,Ireland,Acquisition,EUR,Yes,19.9978489155195
Japan,India,Singapore,Royalty,JPY,No,49.22586883372571
France,USA,Ireland,Acquisition,EUR,Yes,20.295608135019116
France,South Africa,Mauritius,Royalty,EUR,No,54.99177538608945
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.78688696623813
UK,China,Singapore,Acquisition,GBP,Yes,14.965410618189637
USA,South Africa,Ireland,Dividend,USD,Yes,29.167797008567376
Canada,China,Hong Kong,Acquisition,CAD,No,65.81149164223463
Canada,China,Hong Kong,Acquisition,CAD,No,64.37128974390627
Switzerland,Brazil,Singapore,Investment,CHF,No,51.599033637551415
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,South Africa,Ireland,Dividend,USD,Yes,31.33700183147761
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.30111003467196
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.876508657324894
Germany,China,Hong Kong,Royalty,EUR,No,53.57385210756045
France,South Africa,Mauritius,Royalty,EUR,No,55.5442919926228
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.955619626677382
France,USA,Ireland,Acquisition,EUR,Yes,19.620296199398673
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.72304063242314
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.17498653052654
France,South Africa,Mauritius,Royalty,EUR,No,56.01193984809373
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.58787075008766
USA,UK,Ireland,Acquisition,USD,Yes,10.127408026108924
France,South Africa,Mauritius,Royalty,EUR,No,54.47504940873014
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.42563437231182
Switzerland,Brazil,Singapore,Investment,CHF,No,49.487207052180665
Germany,China,Hong Kong,Royalty,EUR,No,54.35789086811891
UK,China,Singapore,Acquisition,GBP,Yes,15.991109150020874
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.3134005216904
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.774375741182965
UK,India,Singapore,Investment,GBP,Yes,35.410278885424134
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,China,Hong Kong,Royalty,EUR,No,57.38830966634931
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.542784262036175
Germany,China,Hong Kong,Royalty,EUR,No,55.776867888338295
Japan,India,Singapore,Royalty,JPY,No,50.407943968650635
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.206672669539426
Switzerland,Brazil,Singapore,Investment,CHF,No,49.76160998727281
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,China,Hong Kong,Royalty,EUR,No,54.273027146838054
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.394379666191124
UK,India,Singapore,Investment,GBP,Yes,33.86493357413317
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.81097823341355
France,USA,Ireland,Acquisition,EUR,Yes,19.925516558616177
France,South Africa,Mauritius,Royalty,EUR,No,54.263344650817416
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.61361253936818
Japan,India,Singapore,Royalty,JPY,No,50.953020487162306
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.90664274786043
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.25068077939377
USA,South Africa,Ireland,Dividend,USD,Yes,30.33483327929637
UK,China,Hong Kong,Intercompany Loan,GBP,No,67.108785618622
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.76466796586221
USA,South Africa,Ireland,Dividend,USD,Yes,31.706368286222556
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.45158547504916
Germany,China,Hong Kong,Royalty,EUR,No,55.49357469141119
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.790679094685743
Germany,China,Hong Kong,Royalty,EUR,No,54.74964691225781
UK,India,Singapore,Investment,GBP,Yes,34.278337525548665
Japan,India,Singapore,Royalty,JPY,No,49.78357743522815
UK,India,Singapore,Investment,GBP,Yes,35.581348309010885
Japan,India,Singapore,Royalty,JPY,No,49.02887278219721
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.781412194915866
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Japan,India,Singapore,Royalty,JPY,No,51.251715778370986
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.458884217066604
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.23026790725347
Canada,China,Hong Kong,Acquisition,CAD,No,64.9475208536002
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.0828916711693
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.34284227848369
France,USA,Ireland,Acquisition,EUR,Yes,19.550674385950607
UK,China,Singapore,Acquisition,GBP,Yes,14.38541973369163
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.48950924871771
USA,South Africa,Ireland,Dividend,USD,Yes,31.270649835393485
UK,China,Singapore,Acquisition,GBP,Yes,15.653296338295236
USA,South Africa,Ireland,Dividend,USD,Yes,31.47107614157577
Canada,China,Hong Kong,Acquisition,CAD,No,65.06507594035692
France,South Africa,Mauritius,Royalty,EUR,No,54.77214076740621
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.71678544350607
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.320949873098932
France,South Africa,Mauritius,Royalty,EUR,No,55.5907925592089
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.19606090163853
Switzerland,Brazil,Singapore,Investment,CHF,No,50.22673492843909
UK,India,Singapore,Investment,GBP,Yes,33.10048401915229
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.59481636977121
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.112641938166568
Switzerland,Brazil,Singapore,Investment,CHF,No,48.87555961184686
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.371375887130437
UK,India,Singapore,Investment,GBP,Yes,35.387692668023604
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.38976202934007
Switzerland,Brazil,Singapore,Investment,CHF,No,50.56730087101253
UK,India,Singapore,Investment,GBP,Yes,35.88842480814775
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.751236538944397
UK,India,Singapore,Investment,GBP,Yes,34.29182535887953
USA,South Africa,Ireland,Dividend,USD,Yes,29.25944514630396
France,USA,Ireland,Acquisition,EUR,Yes,19.64990924219935
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.228207398242155
Switzerland,Brazil,Singapore,Investment,CHF,No,49.545991973347334
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.284803233097605
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.867832105984235
UK,India,Singapore,Investment,GBP,Yes,35.53414406494569
Germany,China,Hong Kong,Royalty,EUR,No,54.04786356242297
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.50223261517988
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,27.787950574013557
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.90993963401141
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.95992680054676
UK,India,Singapore,Investment,GBP,Yes,35.102120529456755
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.252845804654125
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.43991811298195
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.485001918080528
Germany,China,Hong Kong,Royalty,EUR,No,55.71998669021751
Canada,China,Hong Kong,Acquisition,CAD,No,64.41617704328183
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.21413859683236
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.17485460354613
USA,South Africa,Ireland,Dividend,USD,Yes,29.90928808512198
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.445307854133333
UK,China,Singapore,Acquisition,GBP,Yes,14.11014710166251
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.44241272825573
Japan,India,Singapore,Royalty,JPY,No,49.63471118602154
Germany,China,Hong Kong,Royalty,EUR,No,55.103148475427645
Switzerland,Brazil,Singapore,Investment,CHF,No,49.37416930372411
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.57652615407997
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.0246540332549
USA,South Africa,Ireland,Dividend,USD,Yes,28.198223133505984
USA,South Africa,Ireland,Dividend,USD,Yes,29.339373915106275
USA,UK,Ireland,Acquisition,USD,Yes,11.495606382983919
France,South Africa,Mauritius,Royalty,EUR,No,56.68641210269942
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.00396108115138
USA,UK,Ireland,Acquisition,USD,Yes,10.078049352317558
France,South Africa,Mauritius,Royalty,EUR,No,54.30486042452946
France,USA,Ireland,Acquisition,EUR,Yes,18.935957597725167
UK,China,Singapore,Acquisition,GBP,Yes,15.862951210773701
Germany,China,Hong Kong,Royalty,EUR,No,54.0193196623702
Japan,India,Singapore,Royalty,JPY,No,49.50576544764722
USA,UK,Ireland,Acquisition,USD,Yes,11.24958983018994
